,image,object,probability,coordinates,check
10006,N30051002698089,person,0.88,"[2733, 5839, 3904, 7926]",
10007,N30051002698089,person,0.86,"[2148, 5870, 3081, 7930]",
10008,N30051002698089,person,0.85,"[1655, 5906, 2525, 7935]",
10009,N30051002698089,person,0.85,"[4978, 1998, 5701, 4119]",
10010,N30051002698089,person,0.82,"[3661, 5547, 4670, 7925]",
10011,N30051002698089,bicycle,0.81,"[468, 2926, 2170, 4299]",
10012,N30051002698089,potted plant,0.68,"[2435, 3763, 3117, 5037]",
10013,N30051002698089,car,0.63,"[4353, 2589, 5063, 3103]",
10014,N30051002698089,person,0.62,"[1006, 5844, 1629, 7918]",
10015,N30051002698089,bicycle,0.56,"[6349, 2645, 6757, 3200]",
10016,N30051002698089,person,0.55,"[1252, 5743, 2037, 7925]",
10017,N30051002698089,potted plant,0.49,"[4990, 4105, 5542, 4794]",
10018,N30051002698089,umbrella,0.38,"[1767, 4054, 2218, 4752]",
10019,N30051002698089,potted plant,0.35,"[3360, 4356, 3811, 5065]",
10020,N30051002698089,potted plant,0.28,"[3137, 4344, 3833, 5059]",
10021,N30051002698089,car,0.27,"[4319, 2469, 4826, 2830]",
10022,N30051002698089,bench,0.26,"[5216, 3587, 6049, 4542]",
10023,N30051001343422,person,0.93,"[466, 465, 1163, 2336]",
10024,N30051001343422,person,0.92,"[1140, 594, 1675, 2346]",
10025,N30051001343422,person,0.89,"[1878, 600, 2532, 2331]",
10026,N30051001343422,person,0.86,"[1610, 554, 2088, 2298]",
10027,N30051001343422,tie,0.85,"[910, 805, 970, 1011]",
10028,N30051001343422,tie,0.82,"[1847, 833, 1904, 1006]",
10029,N30051001343422,tie,0.79,"[1403, 901, 1455, 1050]",
10030,N30051001343422,frisbee,0.78,"[1342, 1423, 1638, 1766]",
10031,N30051001343422,tie,0.26,"[1977, 926, 2131, 1335]",
10032,N30051001445045,person,0.9,"[949, 781, 1661, 2319]",
10033,N30051001445045,chair,0.65,"[916, 1306, 1822, 2084]",
10034,N30051001445045,book,0.53,"[1804, 895, 1859, 1140]",
10035,N30051001445045,person,0.5,"[527, 911, 975, 2017]",
10036,N30051001445045,book,0.46,"[1764, 891, 1810, 1138]",
10037,N30051001445045,person,0.44,"[664, 682, 1181, 1336]",
10038,N30051001445045,book,0.44,"[1849, 892, 1892, 1139]",
10039,N30051001445045,book,0.44,"[1882, 864, 1934, 1139]",
10040,N30051001445045,person,0.44,"[651, 685, 1178, 2005]",
10041,N30051001445045,book,0.31,"[1267, 1144, 1527, 1398]",
10042,N30051001445045,book,0.28,"[1917, 887, 1969, 1141]",
10043,N30051001468773,person,0.77,"[995, 877, 1426, 1192]",
10044,N30051001468773,bed,0.75,"[414, 1067, 2741, 1792]",
10045,N30051001468773,chair,0.53,"[1735, 621, 2047, 1073]",
10046,N30051001468773,bed,0.36,"[383, 1305, 3434, 2725]",
10047,N30051001468773,chair,0.32,"[1849, 678, 2348, 1119]",
10048,N30051001468773,suitcase,0.32,"[2911, 1104, 3304, 1409]",
10049,N30051001468773,laptop,0.3,"[1746, 624, 2050, 863]",
10050,N30051001441127,chair,0.75,"[2608, 1646, 2811, 1956]",
10051,N30051001441127,person,0.72,"[1298, 1427, 1336, 1523]",
10052,N30051001441127,person,0.7,"[1388, 1431, 1422, 1527]",
10053,N30051001441127,clock,0.7,"[1866, 1055, 1990, 1187]",
10054,N30051001441127,person,0.68,"[2774, 1354, 2910, 2027]",
10055,N30051001441127,chair,0.26,"[2597, 1570, 2798, 1719]",
10056,N30051001444261,person,0.86,"[1687, 839, 2292, 1469]",
10057,N30051001444261,boat,0.42,"[126, 667, 2914, 2332]",
10058,N30051000530045,person,0.95,"[1133, 611, 2259, 2296]",
10059,N30051000530045,person,0.94,"[2017, 367, 2786, 2299]",
10060,N30051000530045,tie,0.85,"[1838, 969, 1918, 1113]",
10061,N30051000530045,person,0.54,"[814, 695, 913, 1130]",
10062,N30051000483328,person,0.87,"[1883, 1664, 2643, 2333]",
10063,N30051000483328,person,0.84,"[1182, 1559, 1877, 2336]",
10064,N30051000483328,person,0.79,"[660, 1321, 1054, 1875]",
10065,N30051000483328,person,0.75,"[200, 1786, 975, 2335]",
10066,N30051000483328,person,0.72,"[1346, 1297, 1706, 1783]",
10067,N30051000483328,bowl,0.7,"[2570, 1487, 2779, 1610]",
10068,N30051000483328,person,0.7,"[1696, 1284, 1983, 1782]",
10069,N30051000483328,chair,0.68,"[1306, 1331, 1464, 1468]",
10070,N30051000483328,person,0.67,"[69, 1658, 479, 2327]",
10071,N30051000483328,person,0.67,"[1976, 1185, 2344, 1754]",
10072,N30051000483328,person,0.65,"[316, 1350, 671, 1803]",
10073,N30051000483328,chair,0.6,"[1488, 1231, 1656, 1319]",
10074,N30051000483328,chair,0.56,"[1569, 1304, 1727, 1475]",
10075,N30051000483328,person,0.56,"[967, 1251, 1286, 1647]",
10076,N30051000483328,tie,0.53,"[1485, 1102, 1514, 1240]",
10077,N30051000483328,laptop,0.48,"[875, 2203, 1160, 2334]",
10078,N30051000483328,tie,0.47,"[808, 1511, 873, 1752]",
10079,N30051000483328,person,0.45,"[2258, 1085, 2574, 1527]",
10080,N30051000483328,tie,0.4,"[644, 1254, 668, 1354]",
10081,N30051000483328,tie,0.4,"[490, 1568, 525, 1714]",
10082,N30051000483328,person,0.39,"[764, 1077, 1026, 1412]",
10083,N30051000483328,person,0.35,"[2583, 1162, 2914, 1672]",
10084,N30051000483328,tie,0.29,"[2385, 1286, 2425, 1352]",
10085,N30051000483328,person,0.29,"[1246, 1054, 1500, 1488]",
10086,N30051000483328,person,0.26,"[361, 1049, 614, 1324]",
10087,N30051000483328,person,0.25,"[170, 1269, 437, 1577]",
10088,N30051001463535,person,0.89,"[1861, 1385, 2104, 2035]",
10089,N30051001463535,person,0.87,"[1434, 1333, 1729, 1997]",
10090,N30051001463535,bicycle,0.83,"[2295, 1506, 2598, 1720]",
10091,N30051001463535,bicycle,0.82,"[2563, 1483, 2792, 1639]",
10092,N30051001463535,person,0.71,"[798, 1342, 912, 1668]",
10093,N30051001463535,bicycle,0.69,"[735, 1469, 984, 1667]",
10094,N30051001463535,person,0.64,"[408, 1351, 540, 1683]",
10095,N30051001463535,person,0.6,"[247, 1363, 384, 1694]",
10096,N30051001463535,bicycle,0.57,"[1362, 1478, 1496, 1661]",
10097,N30051001463535,person,0.53,"[560, 1379, 655, 1683]",
10098,N30051001463535,person,0.52,"[1702, 1340, 1858, 1667]",
10099,N30051001463535,handbag,0.52,"[1659, 1648, 1919, 1913]",
10100,N30051001463535,person,0.48,"[1318, 1333, 1418, 1648]",
10101,N30051001463535,bicycle,0.47,"[252, 1520, 426, 1712]",
10102,N30051001463535,person,0.45,"[1174, 1387, 1308, 1625]",
10103,N30051001463535,person,0.41,"[651, 1369, 739, 1605]",
10104,N30051001463535,person,0.41,"[2401, 1384, 2517, 1658]",
10105,N30051001463535,bicycle,0.39,"[640, 1487, 753, 1623]",
10106,N30051001463535,bicycle,0.39,"[1310, 1480, 1487, 1660]",
10107,N30051001463535,person,0.34,"[1022, 1356, 1111, 1621]",
10108,N30051001463535,bicycle,0.33,"[2229, 1495, 2357, 1653]",
10109,N30051001463535,bicycle,0.32,"[412, 1514, 520, 1718]",
10110,N30051001463535,bicycle,0.31,"[342, 1510, 520, 1718]",
10111,N30051001463535,person,0.27,"[1098, 1374, 1183, 1620]",
10112,N30051001463535,bicycle,0.25,"[439, 1538, 521, 1717]",
10113,N30051001504809,person,0.92,"[1399, 133, 2901, 2173]",
10114,N30051001504809,person,0.91,"[78, 130, 1423, 2187]",
10115,N30051001504809,person,0.56,"[2137, 126, 2266, 307]",
10116,N30051001504809,tie,0.49,"[913, 567, 998, 878]",
10117,N30051001504809,scissors,0.46,"[1170, 1469, 1367, 1597]",
10118,N30051001504809,handbag,0.39,"[842, 1422, 1113, 1831]",
10119,N30051001471389,person,0.92,"[1245, 1309, 1784, 2195]",
10120,N30051001471389,person,0.85,"[738, 1172, 906, 1718]",
10121,N30051001471389,person,0.83,"[69, 1007, 201, 2160]",
10122,N30051001471389,person,0.82,"[1457, 1116, 1676, 1438]",
10123,N30051001471389,person,0.81,"[1774, 1256, 1878, 1594]",
10124,N30051001471389,person,0.77,"[1358, 1215, 1492, 1661]",
10125,N30051001471389,car,0.65,"[1707, 1276, 2217, 2196]",
10126,N30051001471389,person,0.54,"[1260, 1325, 1328, 1664]",
10127,N30051001471389,car,0.52,"[1423, 1273, 2214, 2299]",
10128,N30051001473104,person,0.67,"[281, 1943, 351, 2105]",
10129,N30051001473104,person,0.62,"[848, 1970, 922, 2147]",
10130,N30051001473104,person,0.58,"[1861, 1932, 1939, 2189]",
10131,N30051001473104,person,0.5,"[1989, 1940, 2038, 2125]",
10132,N30051001473104,person,0.48,"[1760, 1892, 1869, 2184]",
10133,N30051001473104,person,0.45,"[536, 1964, 612, 2118]",
10134,N30051001473104,person,0.43,"[2021, 1909, 2115, 2132]",
10135,N30051001473104,person,0.4,"[187, 1935, 257, 2041]",
10136,N30051001473104,person,0.28,"[594, 1967, 672, 2112]",
10137,N30051001473104,person,0.27,"[894, 1917, 952, 2069]",
10138,N30051001452496,person,0.63,"[910, 1383, 1387, 2283]",
10139,N30051001452496,person,0.55,"[1324, 1195, 1768, 1996]",
10140,N30051001452496,person,0.48,"[1560, 1430, 2011, 2139]",
10141,N30051001452496,person,0.45,"[599, 1587, 1127, 2227]",
10142,N30051001452496,person,0.44,"[258, 2037, 542, 2341]",
10143,N30051001452496,person,0.43,"[2063, 1553, 2530, 2325]",
10144,N30051001452496,tie,0.42,"[196, 886, 245, 1015]",
10145,N30051001452496,person,0.39,"[2512, 1935, 2883, 2356]",
10146,N30051001452496,person,0.39,"[604, 1966, 1193, 2345]",
10147,N30051001452496,person,0.38,"[158, 1410, 541, 2124]",
10148,N30051001452496,tie,0.35,"[197, 886, 267, 1019]",
10149,N30051001452496,person,0.33,"[1934, 1262, 2251, 1792]",
10150,N30051001452496,truck,0.31,"[70, 72, 551, 1014]",
10151,N30051001452496,person,0.3,"[1453, 603, 1734, 1106]",
10152,N30051001452496,person,0.29,"[385, 1112, 757, 1683]",
10153,N30051001452496,person,0.29,"[1711, 1733, 2293, 2295]",
10154,N30051001452496,person,0.28,"[2221, 1128, 2402, 1562]",
10155,N30051001452496,tie,0.27,"[527, 1531, 597, 1911]",
10156,N30051001452496,person,0.26,"[2279, 1331, 2663, 2025]",
10157,N30051001461091,bicycle,0.88,"[1663, 1059, 2692, 1648]",
10158,N30051001461091,bicycle,0.8,"[74, 895, 767, 1523]",
10159,N30051001461091,person,0.77,"[1189, 2310, 1516, 3173]",
10160,N30051001461091,person,0.72,"[1166, 1239, 1654, 2398]",
10161,N30051001461091,person,0.68,"[1030, 862, 1313, 1625]",
10162,N30051001461091,person,0.51,"[1307, 906, 1659, 1350]",
10163,N30051001461091,person,0.45,"[432, 581, 712, 921]",
10164,N30051001461091,person,0.26,"[1628, 938, 1966, 1341]",
10165,N30051001461091,person,0.25,"[429, 584, 728, 1173]",
10166,N30051001457859,chair,0.89,"[220, 1135, 660, 1749]",
10167,N30051001457859,wine glass,0.88,"[545, 1912, 827, 2328]",
10168,N30051001457859,person,0.87,"[893, 377, 2325, 2172]",
10169,N30051001457859,tie,0.84,"[1489, 1119, 1650, 1912]",
10170,N30051001457859,dinning table,0.78,"[52, 1638, 2280, 2323]",
10171,N30051001457859,wine glass,0.77,"[423, 1580, 638, 1916]",
10172,N30051001457859,person,0.74,"[1106, 142, 1480, 900]",
10173,N30051001457859,chair,0.64,"[376, 755, 574, 885]",
10174,N30051001457859,spoon,0.61,"[1245, 1946, 1524, 2099]",
10175,N30051001457859,bowl,0.6,"[789, 1719, 1403, 1984]",
10176,N30051001457859,wine glass,0.59,"[63, 1863, 168, 2193]",
10177,N30051001457859,chair,0.58,"[265, 872, 598, 1170]",
10178,N30051001457859,chair,0.58,"[2367, 1127, 2897, 2256]",
10179,N30051001457859,fork,0.54,"[1239, 1948, 1524, 2099]",
10180,N30051001457859,person,0.51,"[2702, 753, 2907, 1220]",
10181,N30051001457859,dinning table,0.46,"[59, 904, 526, 1333]",
10182,N30051001457859,dinning table,0.45,"[567, 866, 1022, 1255]",
10183,N30051001457859,vase,0.28,"[61, 1013, 151, 1160]",
10184,N30051001457859,chair,0.28,"[59, 1330, 355, 1855]",
10185,N30051001457859,chair,0.25,"[2543, 1128, 2889, 2127]",
10186,N30051001451340,person,0.94,"[1787, 250, 2778, 2387]",
